#,Title,Notes,Tags,Text Overlay,Duration,Date,Pitcher,Hitter,Inning,Score,Runners On Base,Outs,Count,Pitch Result,Pitch Type,Velocity (MPH),BIP Type,BIP Result,Non-BIP Result
425,"Jensen, C. VS Selma, Q.",Stanford University vs University of California,,,00:00:13.4,,"Jensen, C.","Selma, Q.",B7,3-2,1B-2B-3B,1,0-0,BIP,Fastball,89,Fly Ball,Sacrifice Fly,,
426,"Jensen, C. VS Martorella, N.",Stanford University vs University of California,,,00:00:05.0,,"Jensen, C.","Martorella, N.",B7,3-3,1B-2B,2,0-0,Ball,Changeup,82,,,,
427,"Jensen, C. VS Martorella, N.",Stanford University vs University of California,,,00:00:05.0,,"Jensen, C.","Martorella, N.",B7,3-3,1B-2B,2,1-0,Ball,Fastball,85,,,,
428,"Jensen, C. VS Martorella, N.",Stanford University vs University of California,,,00:00:05.3,,"Jensen, C.","Martorella, N.",B7,3-3,1B-2B,2,2-0,Strike Taken,Changeup,79,,,,
429,"Jensen, C. VS Martorella, N.",Stanford University vs University of California,,,00:00:05.1,,"Jensen, C.","Martorella, N.",B7,3-3,1B-2B,2,2-1,Ball,Changeup,81,,,,
430,"Jensen, C. VS Martorella, N.",Stanford University vs University of California,,,00:00:05.0,,"Jensen, C.","Martorella, N.",B7,3-3,1B-2B,2,3-1,Ball,Fastball,88,,,Walk,
431,"Jensen, C. VS Holman, G.",Stanford University vs University of California,,,00:00:05.5,,"Jensen, C.","Holman, G.",B7,3-3,1B-2B-3B,2,0-0,Strike Swinging,Slider,77,,,,
432,"Jensen, C. VS Holman, G.",Stanford University vs University of California,,,00:00:17.4,,"Jensen, C.","Holman, G.",B7,3-3,1B-2B-3B,2,0-1,BIP,Fastball,87,Fly Ball,Double,,
433,"Jensen, C. VS Mcilwain, B.",Stanford University vs University of California,,,00:00:05.6,,"Jensen, C.","Mcilwain, B.",B7,3-6,2B,2,0-0,Ball,Fastball,87,,,,
434,"Jensen, C. VS Mcilwain, B.",Stanford University vs University of California,,,00:00:23.8,,"Jensen, C.","Mcilwain, B.",B7,3-6,2B,2,1-0,BIP,Fastball,87,Fly Ball,Home Run,,
435,"Jensen, C. VS Beavers, D.",Stanford University vs University of California,,,00:00:08.1,,"Jensen, C.","Beavers, D.",B7,3-8, - ,2,0-0,Foul,Fastball,88,,,,
436,"Jensen, C. VS Beavers, D.",Stanford University vs University of California,,,00:00:05.1,,"Jensen, C.","Beavers, D.",B7,3-8, - ,2,0-1,Ball,Fastball,88,,,,
437,"Jensen, C. VS Beavers, D.",Stanford University vs University of California,,,00:00:04.9,,"Jensen, C.","Beavers, D.",B7,3-8, - ,2,1-1,Ball,Changeup,81,,,,
438,"Jensen, C. VS Beavers, D.",Stanford University vs University of California,,,00:00:05.0,,"Jensen, C.","Beavers, D.",B7,3-8, - ,2,2-1,Ball,Changeup,78,,,,
439,"Jensen, C. VS Beavers, D.",Stanford University vs University of California,,,00:00:05.2,,"Jensen, C.","Beavers, D.",B7,3-8, - ,2,3-1,Ball,Fastball,89,,,Walk,
440,"Jensen, C. VS Zobac, S.",Stanford University vs University of California,,,00:00:05.3,,"Jensen, C.","Zobac, S.",B7,3-8,1B,2,0-0,Strike Swinging,Fastball,87,,,,
441,"Jensen, C. VS Zobac, S.",Stanford University vs University of California,,,00:00:05.5,,"Jensen, C.","Zobac, S.",B7,3-8,1B,2,0-1,Strike Taken,Fastball,88,,,,
442,"Jensen, C. VS Zobac, S.",Stanford University vs University of California,,,00:00:05.1,,"Jensen, C.","Zobac, S.",B7,3-8,1B,2,0-2,Ball,Fastball,85,,,,
443,"Jensen, C. VS Zobac, S.",Stanford University vs University of California,,,00:00:09.8,,"Jensen, C.","Zobac, S.",B7,3-8,1B,2,1-2,BIP,Fastball,88,Fly Ball,Flyout,,
444,"Jensen, C. VS Ferguson, M.",University of Tennessee vs Stanford University,,,00:00:04.6,,"Jensen, C.","Ferguson, M.",T7,3-2,1B,0,0-0,Ball,Fastball,88,,,,
445,"Jensen, C. VS Ferguson, M.",University of Tennessee vs Stanford University,,,00:00:04.3,,"Jensen, C.","Ferguson, M.",T7,3-2,1B,0,1-0,Ball,Fastball,87,,,,
446,"Jensen, C. VS Ferguson, M.",University of Tennessee vs Stanford University,,,00:00:04.7,,"Jensen, C.","Ferguson, M.",T7,3-2,1B,0,2-0,Strike Taken,Fastball,88,,,,
447,"Jensen, C. VS Ferguson, M.",University of Tennessee vs Stanford University,,,00:00:04.6,,"Jensen, C.","Ferguson, M.",T7,3-2,1B,0,2-1,Ball,Fastball,89,,,,
448,"Jensen, C. VS Ferguson, M.",University of Tennessee vs Stanford University,,,00:00:08.7,,"Jensen, C.","Ferguson, M.",T7,3-2,1B,0,3-1,Ball,Fastball,89,,,Walk,
449,"Jensen, C. VS Daniels, Z.",University of Tennessee vs Stanford University,,,00:00:05.5,,"Jensen, C.","Daniels, Z.",T7,3-2,1B-2B,0,0-0,Ball,Slider,77,,,,
450,"Jensen, C. VS Daniels, Z.",University of Tennessee vs Stanford University,,,00:00:04.3,,"Jensen, C.","Daniels, Z.",T7,3-2,1B-2B,0,1-0,Strike Swinging,Fastball,86,,,,
451,"Jensen, C. VS Daniels, Z.",University of Tennessee vs Stanford University,,,00:00:09.6,,"Jensen, C.","Daniels, Z.",T7,3-2,1B-2B,0,1-1,Ball,Slider,78,,,,
452,"Jensen, C. VS Daniels, Z.",University of Tennessee vs Stanford University,,,00:00:04.5,,"Jensen, C.","Daniels, Z.",T7,3-2,2B-3B,0,2-1,Foul,Fastball,87,,,,
453,"Jensen, C. VS Daniels, Z.",University of Tennessee vs Stanford University,,,00:00:04.9,,"Jensen, C.","Daniels, Z.",T7,3-2,2B-3B,0,2-2,Ball,Changeup,82,,,,
454,"Jensen, C. VS Daniels, Z.",University of Tennessee vs Stanford University,,,00:00:04.5,,"Jensen, C.","Daniels, Z.",T7,3-2,2B-3B,0,3-2,Ball,Slider,79,,,Walk,
455,"Jensen, C. VS Rucker, J.",University of Tennessee vs Stanford University,,,00:00:04.9,,"Jensen, C.","Rucker, J.",T7,3-2,1B-2B-3B,0,0-0,Foul,Fastball,89,,,,
456,"Jensen, C. VS Rucker, J.",University of Tennessee vs Stanford University,,,00:00:04.7,,"Jensen, C.","Rucker, J.",T7,3-2,1B-2B-3B,0,0-1,Strike Taken,Slider,78,,,,
457,"Jensen, C. VS Rucker, J.",University of Tennessee vs Stanford University,,,00:00:05.3,,"Jensen, C.","Rucker, J.",T7,3-2,1B-2B-3B,0,0-2,Strike Taken,Fastball,90,,,Strikeout,
458,"Jensen, C. VS Boetto, T.",Stanford University vs Santa Clara University,,,00:00:09.9,,"Jensen, C.","Boetto, T.",B6,0-2,1B-2B,0,0-0,BIP,Fastball,88,Bunt Ground Ball,Sacrifice Bunt,,
459,"Jensen, C. VS Reyes, A.",Stanford University vs Santa Clara University,,,00:00:05.3,,"Jensen, C.","Reyes, A.",B6,0-2,1B-2B-3B,1,0-0,Strike Taken,Fastball,88,,,,
460,"Jensen, C. VS Reyes, A.",Stanford University vs Santa Clara University,,,00:00:05.0,,"Jensen, C.","Reyes, A.",B6,0-2,1B-2B-3B,1,0-1,Ball,Fastball,89,,,,
461,"Jensen, C. VS Reyes, A.",Stanford University vs Santa Clara University,,,00:00:05.7,,"Jensen, C.","Reyes, A.",B6,0-2,1B-2B-3B,1,1-1,Foul,Slider,76,,,,
462,"Jensen, C. VS Reyes, A.",Stanford University vs Santa Clara University,,,00:00:12.7,,"Jensen, C.","Reyes, A.",B6,0-2,1B-2B-3B,1,1-2,BIP,Slider,78,Fly Ball,Sacrifice Fly,,
463,"Jensen, C. VS Brigman, D.",Stanford University vs Santa Clara University,,,00:00:05.8,,"Jensen, C.","Brigman, D.",B6,0-3,1B-2B,2,0-0,Foul,Fastball,85,,,,
464,"Jensen, C. VS Brigman, D.",Stanford University vs Santa Clara University,,,00:00:05.1,,"Jensen, C.","Brigman, D.",B6,0-3,1B-2B,2,0-1,Ball,Slider,78,,,,
465,"Jensen, C. VS Brigman, D.",Stanford University vs Santa Clara University,,,00:00:05.3,,"Jensen, C.","Brigman, D.",B6,0-3,1B-2B,2,1-1,Foul,Slider,80,,,,
466,"Jensen, C. VS Brigman, D.",Stanford University vs Santa Clara University,,,00:00:05.7,,"Jensen, C.","Brigman, D.",B6,0-3,1B-2B,2,1-2,Strike Swinging,Slider,79,,,Strikeout,
467,"Jensen, C. VS Connor, C.",Cal State Fullerton vs Stanford University,,,00:00:05.4,,"Jensen, C.","Connor, C.",T8,1-2, - ,0,0-0,Strike Taken,Fastball,90,,,,
468,"Jensen, C. VS Connor, C.",Cal State Fullerton vs Stanford University,,,00:00:05.3,,"Jensen, C.","Connor, C.",T8,1-2, - ,0,0-1,Ball,Fastball,89,,,,
469,"Jensen, C. VS Connor, C.",Cal State Fullerton vs Stanford University,,,00:00:05.6,,"Jensen, C.","Connor, C.",T8,1-2, - ,0,1-1,Ball,Fastball,88,,,,
470,"Jensen, C. VS Connor, C.",Cal State Fullerton vs Stanford University,,,00:00:05.7,,"Jensen, C.","Connor, C.",T8,1-2, - ,0,2-1,Strike Taken,Fastball,89,,,,
471,"Jensen, C. VS Connor, C.",Cal State Fullerton vs Stanford University,,,00:00:06.6,,"Jensen, C.","Connor, C.",T8,1-2, - ,0,2-2,Foul,Fastball,89,,,,
472,"Jensen, C. VS Connor, C.",Cal State Fullerton vs Stanford University,,,00:00:05.7,,"Jensen, C.","Connor, C.",T8,1-2, - ,0,2-2,Ball,Fastball,90,,,,
473,"Jensen, C. VS Connor, C.",Cal State Fullerton vs Stanford University,,,00:00:09.3,,"Jensen, C.","Connor, C.",T8,1-2, - ,0,3-2,Strike Swinging,Fastball,89,,,Strikeout,
474,"Jensen, C. VS Cruz, J.",Cal State Fullerton vs Stanford University,,,00:00:05.9,,"Jensen, C.","Cruz, J.",T8,1-2, - ,1,0-0,Ball,Fastball,88,,,,
475,"Jensen, C. VS Cruz, J.",Cal State Fullerton vs Stanford University,,,00:00:05.8,,"Jensen, C.","Cruz, J.",T8,1-2, - ,1,1-0,Strike Taken,Fastball,88,,,,
476,"Jensen, C. VS Cruz, J.",Cal State Fullerton vs Stanford University,,,00:00:11.7,,"Jensen, C.","Cruz, J.",T8,1-2, - ,1,1-1,BIP,Fastball,89,Ground Ball,Groundout,,
477,"Jensen, C. VS Lew, Z.",Cal State Fullerton vs Stanford University,,,00:00:05.5,,"Jensen, C.","Lew, Z.",T8,1-2, - ,2,0-0,Strike Taken,Fastball,90,,,,
478,"Jensen, C. VS Lew, Z.",Cal State Fullerton vs Stanford University,,,00:00:05.4,,"Jensen, C.","Lew, Z.",T8,1-2, - ,2,0-1,Ball,Slider,79,,,,
479,"Jensen, C. VS Lew, Z.",Cal State Fullerton vs Stanford University,,,00:00:12.8,,"Jensen, C.","Lew, Z.",T8,1-2, - ,2,1-1,BIP,Fastball,90,Fly Ball,Flyout,,
480,"Jensen, C. VS Guangorena, K.",Cal State Fullerton vs Stanford University,,,00:00:05.7,,"Jensen, C.","Guangorena, K.",T9,1-2, - ,0,0-0,Strike Taken,Fastball,90,,,,
481,"Jensen, C. VS Guangorena, K.",Cal State Fullerton vs Stanford University,,,00:00:10.4,,"Jensen, C.","Guangorena, K.",T9,1-2, - ,0,0-1,BIP,Fastball,90,Ground Ball,Groundout,,
482,"Jensen, C. VS Garcia, I.",Cal State Fullerton vs Stanford University,,,00:00:05.8,,"Jensen, C.","Garcia, I.",T9,1-2, - ,1,0-0,Strike Taken,Fastball,91,,,,
483,"Jensen, C. VS Garcia, I.",Cal State Fullerton vs Stanford University,,,00:00:06.5,,"Jensen, C.","Garcia, I.",T9,1-2, - ,1,0-1,Foul,Slider,79,,,,
484,"Jensen, C. VS Garcia, I.",Cal State Fullerton vs Stanford University,,,00:00:10.3,,"Jensen, C.","Garcia, I.",T9,1-2, - ,1,0-2,Strike Swinging,Slider,78,,,Strikeout,
485,"Jensen, C. VS Luckham, K.",Cal State Fullerton vs Stanford University,,,00:00:05.5,,"Jensen, C.","Luckham, K.",T9,1-2, - ,2,0-0,Ball,Fastball,91,,,,
486,"Jensen, C. VS Luckham, K.",Cal State Fullerton vs Stanford University,,,00:00:05.7,,"Jensen, C.","Luckham, K.",T9,1-2, - ,2,1-0,Strike Taken,Fastball,90,,,,
487,"Jensen, C. VS Luckham, K.",Cal State Fullerton vs Stanford University,,,00:00:06.3,,"Jensen, C.","Luckham, K.",T9,1-2, - ,2,1-1,Foul,Fastball,90,,,,
488,"Jensen, C. VS Luckham, K.",Cal State Fullerton vs Stanford University,,,00:00:09.2,,"Jensen, C.","Luckham, K.",T9,1-2, - ,2,1-2,BIP,Changeup,83,Ground Ball,Groundout,,
489,"Jensen, C. VS Skelton, D.",Stanford University vs Mississippi State University,,,00:00:05.5,,"Jensen, C.","Skelton, D.",B5,1-6, - ,0,0-0,Strike Taken,Fastball,90,,,,
490,"Jensen, C. VS Skelton, D.",Stanford University vs Mississippi State University,,,00:00:05.5,,"Jensen, C.","Skelton, D.",B5,1-6, - ,0,0-1,Strike Taken,Fastball,89,,,,
491,"Jensen, C. VS Skelton, D.",Stanford University vs Mississippi State University,,,00:00:05.8,,"Jensen, C.","Skelton, D.",B5,1-6, - ,0,0-2,Strike Swinging,Slider,83,,,Strikeout,
492,"Jensen, C. VS Jordan, R.",Stanford University vs Mississippi State University,,,00:00:05.2,,"Jensen, C.","Jordan, R.",B5,1-6, - ,1,0-0,Foul,Fastball,91,,,,
493,"Jensen, C. VS Jordan, R.",Stanford University vs Mississippi State University,,,00:00:05.5,,"Jensen, C.","Jordan, R.",B5,1-6, - ,1,0-1,Ball,Changeup,84,,,,
494,"Jensen, C. VS Jordan, R.",Stanford University vs Mississippi State University,,,00:00:08.9,,"Jensen, C.","Jordan, R.",B5,1-6, - ,1,1-1,BIP,Changeup,83,Ground Ball,Groundout,,
495,"Jensen, C. VS Hatcher, J.",Stanford University vs Mississippi State University,,,00:00:05.5,,"Jensen, C.","Hatcher, J.",B5,1-6, - ,2,0-0,Foul,Fastball,91,,,,
496,"Jensen, C. VS Hatcher, J.",Stanford University vs Mississippi State University,,,00:00:05.4,,"Jensen, C.","Hatcher, J.",B5,1-6, - ,2,0-1,Foul,Changeup,82,,,,
497,"Jensen, C. VS Hatcher, J.",Stanford University vs Mississippi State University,,,00:00:05.0,,"Jensen, C.","Hatcher, J.",B5,1-6, - ,2,0-2,Ball,Fastball,89,,,,
498,"Jensen, C. VS Hatcher, J.",Stanford University vs Mississippi State University,,,00:00:05.8,,"Jensen, C.","Hatcher, J.",B5,1-6, - ,2,1-2,Strike Swinging,Fastball,89,,,Strikeout,
499,"Jensen, C. VS Gilbert, M.",Stanford University vs Mississippi State University,,,00:00:06.8,,"Jensen, C.","Gilbert, M.",B6,1-6, - ,0,0-0,Foul,Changeup,83,,,,
500,"Jensen, C. VS Gilbert, M.",Stanford University vs Mississippi State University,,,00:00:06.3,,"Jensen, C.","Gilbert, M.",B6,1-6, - ,0,0-1,Foul,Slider,83,,,,
501,"Jensen, C. VS Gilbert, M.",Stanford University vs Mississippi State University,,,00:00:11.8,,"Jensen, C.","Gilbert, M.",B6,1-6, - ,0,0-2,BIP,Fastball,90,Line Drive,Single,,
502,"Jensen, C. VS Mangum, J.",Stanford University vs Mississippi State University,,,00:00:05.5,,"Jensen, C.","Mangum, J.",B6,1-6,1B,0,0-0,Ball,Fastball,91,,,,
503,"Jensen, C. VS Mangum, J.",Stanford University vs Mississippi State University,,,00:00:05.3,,"Jensen, C.","Mangum, J.",B6,1-6,1B,0,1-0,Foul,Fastball,90,,,,
504,"Jensen, C. VS Mangum, J.",Stanford University vs Mississippi State University,,,00:00:06.1,,"Jensen, C.","Mangum, J.",B6,1-6,1B,0,1-1,Strike Swinging,Fastball,89,,,,
505,"Jensen, C. VS Mangum, J.",Stanford University vs Mississippi State University,,,00:00:06.1,,"Jensen, C.","Mangum, J.",B6,1-6,1B,0,1-2,Strike Swinging,Changeup,81,,,Strikeout,
506,"Jensen, C. VS Westburg, J.",Stanford University vs Mississippi State University,,,00:00:05.6,,"Jensen, C.","Westburg, J.",B6,1-6,1B,1,0-0,Foul,Changeup,78,,,,
507,"Jensen, C. VS Westburg, J.",Stanford University vs Mississippi State University,,,00:00:11.9,,"Jensen, C.","Westburg, J.",B6,1-6,1B,1,0-1,Ball,Fastball,88,,,,
508,"Jensen, C. VS Westburg, J.",Stanford University vs Mississippi State University,,,00:00:05.4,,"Jensen, C.","Westburg, J.",B6,1-6,2B,1,1-1,Foul,Fastball,90,,,,
509,"Jensen, C. VS Westburg, J.",Stanford University vs Mississippi State University,,,00:00:05.9,,"Jensen, C.","Westburg, J.",B6,1-6,2B,1,1-2,Ball,Changeup,84,,,,
510,"Jensen, C. VS Westburg, J.",Stanford University vs Mississippi State University,,,00:00:05.9,,"Jensen, C.","Westburg, J.",B6,1-6,2B,1,2-2,Foul,Changeup,84,,,,
511,"Jensen, C. VS Westburg, J.",Stanford University vs Mississippi State University,,,00:00:05.8,,"Jensen, C.","Westburg, J.",B6,1-6,2B,1,2-2,Foul,Fastball,92,,,,
512,"Jensen, C. VS Westburg, J.",Stanford University vs Mississippi State University,,,00:00:06.7,,"Jensen, C.","Westburg, J.",B6,1-6,2B,1,2-2,Ball,Slider,85,,,,
513,"Jensen, C. VS Westburg, J.",Stanford University vs Mississippi State University,,,00:00:06.9,,"Jensen, C.","Westburg, J.",B6,1-6,2B,1,3-2,Strike Swinging,Changeup,81,,,Strikeout,
514,"Jensen, C. VS Allen, T.",Stanford University vs Mississippi State University,,,00:00:09.1,,"Jensen, C.","Allen, T.",B6,1-6,2B,2,0-0,BIP,Fastball,90,Ground Ball,Groundout,,
515,"Jensen, C. VS MacNamee, E.",Stanford University vs Mississippi State University,,,00:00:07.1,,"Jensen, C.","MacNamee, E.",B7,1-6, - ,0,0-0,Strike Swinging,Fastball,87,,,,
516,"Jensen, C. VS MacNamee, E.",Stanford University vs Mississippi State University,,,00:00:05.6,,"Jensen, C.","MacNamee, E.",B7,1-6, - ,0,0-1,Foul,Slider,82,,,,
517,"Jensen, C. VS MacNamee, E.",Stanford University vs Mississippi State University,,,00:00:06.4,,"Jensen, C.","MacNamee, E.",B7,1-6, - ,0,0-2,Ball,Fastball,86,,,,
518,"Jensen, C. VS MacNamee, E.",Stanford University vs Mississippi State University,,,00:00:05.7,,"Jensen, C.","MacNamee, E.",B7,1-6, - ,0,1-2,Ball,Fastball,85,,,,
519,"Jensen, C. VS MacNamee, E.",Stanford University vs Mississippi State University,,,00:00:05.8,,"Jensen, C.","MacNamee, E.",B7,1-6, - ,0,2-2,Foul,Changeup,83,,,,
520,"Jensen, C. VS MacNamee, E.",Stanford University vs Mississippi State University,,,00:00:05.3,,"Jensen, C.","MacNamee, E.",B7,1-6, - ,0,2-2,Strike Swinging,Slider,85,,,Strikeout,
521,"Jensen, C. VS Foscue, J.",Stanford University vs Mississippi State University,,,00:00:05.2,,"Jensen, C.","Foscue, J.",B7,1-6, - ,1,0-0,Ball,Fastball,90,,,,
522,"Jensen, C. VS Foscue, J.",Stanford University vs Mississippi State University,,,00:00:05.8,,"Jensen, C.","Foscue, J.",B7,1-6, - ,1,1-0,Ball,Slider,83,,,,
523,"Jensen, C. VS Foscue, J.",Stanford University vs Mississippi State University,,,00:00:05.6,,"Jensen, C.","Foscue, J.",B7,1-6, - ,1,2-0,Strike Swinging,Fastball,91,,,,
524,"Jensen, C. VS Foscue, J.",Stanford University vs Mississippi State University,,,00:00:05.9,,"Jensen, C.","Foscue, J.",B7,1-6, - ,1,2-1,Strike Taken,Changeup,82,,,,
525,"Jensen, C. VS Foscue, J.",Stanford University vs Mississippi State University,,,00:00:05.6,,"Jensen, C.","Foscue, J.",B7,1-6, - ,1,2-2,Ball,Fastball,87,,,,
526,"Jensen, C. VS Foscue, J.",Stanford University vs Mississippi State University,,,00:00:16.1,,"Jensen, C.","Foscue, J.",B7,1-6, - ,1,3-2,BIP,Fastball,88,Line Drive,Single,,
527,"Jensen, C. VS Ashford, Z.",Stanford University vs Fresno State,,,00:00:10.8,,"Jensen, C.","Ashford, Z.",B1,0-0, - ,0,0-0,BIP,Fastball,91,Ground Ball,Single,,
528,"Jensen, C. VS Bins, C.",Stanford University vs Fresno State,,,00:00:05.2,,"Jensen, C.","Bins, C.",B1,0-0,1B,0,0-0,Foul,Fastball,91,,,,
529,"Jensen, C. VS Bins, C.",Stanford University vs Fresno State,,,00:00:07.9,,"Jensen, C.","Bins, C.",B1,0-0,1B,0,0-1,Foul Bunt,Slider,83,,,,
530,"Jensen, C. VS Bins, C.",Stanford University vs Fresno State,,,00:00:05.2,,"Jensen, C.","Bins, C.",B1,0-0,1B,0,0-2,Ball,Slider,83,,,,
531,"Jensen, C. VS Bins, C.",Stanford University vs Fresno State,,,00:00:05.3,,"Jensen, C.","Bins, C.",B1,0-0,1B,0,1-2,Ball,Slider,83,,,,
532,"Jensen, C. VS Bins, C.",Stanford University vs Fresno State,,,00:00:09.3,,"Jensen, C.","Bins, C.",B1,0-0,1B,0,2-2,BIP,Changeup,84,Ground Ball,Fielder's Choice - Out,,
533,"Jensen, C. VS Arruda, J.",Stanford University vs Fresno State,,,00:00:05.8,,"Jensen, C.","Arruda, J.",B1,0-0,1B,1,0-0,Strike Swinging,Fastball,91,,,,
534,"Jensen, C. VS Arruda, J.",Stanford University vs Fresno State,,,00:00:05.5,,"Jensen, C.","Arruda, J.",B1,0-0,1B,1,0-1,Ball,Fastball,88,,,,
535,"Jensen, C. VS Arruda, J.",Stanford University vs Fresno State,,,00:00:05.5,,"Jensen, C.","Arruda, J.",B1,0-0,1B,1,1-1,Foul,Fastball,89,,,,
536,"Jensen, C. VS Arruda, J.",Stanford University vs Fresno State,,,00:00:12.8,,"Jensen, C.","Arruda, J.",B1,0-0,1B,1,1-2,BIP,Changeup,80,Fly Ball,Flyout,,
537,"Jensen, C. VS Tatum, M.",Stanford University vs Fresno State,,,00:00:05.5,,"Jensen, C.","Tatum, M.",B1,0-0,1B,2,0-0,Ball,Slider,82,,,,
538,"Jensen, C. VS Tatum, M.",Stanford University vs Fresno State,,,00:00:05.3,,"Jensen, C.","Tatum, M.",B1,0-0,1B,2,1-0,Foul,Fastball,90,,,,
539,"Jensen, C. VS Tatum, M.",Stanford University vs Fresno State,,,00:00:05.4,,"Jensen, C.","Tatum, M.",B1,0-0,1B,2,1-1,Strike Swinging,Changeup,81,,,,
540,"Jensen, C. VS Tatum, M.",Stanford University vs Fresno State,,,00:00:05.1,,"Jensen, C.","Tatum, M.",B1,0-0,1B,2,1-2,Ball,Changeup,81,,,,
541,"Jensen, C. VS Tatum, M.",Stanford University vs Fresno State,,,00:00:05.9,,"Jensen, C.","Tatum, M.",B1,0-0,1B,2,2-2,Strike Swinging,Changeup,78,,,Strikeout,
542,"Jensen, C. VS Dempsey, N.",Stanford University vs Fresno State,,,00:00:08.8,,"Jensen, C.","Dempsey, N.",B2,2-0, - ,0,0-0,BIP,Changeup,82,Ground Ball,Field Error,,
543,"Jensen, C. VS Nogales, E.",Stanford University vs Fresno State,,,00:00:05.3,,"Jensen, C.","Nogales, E.",B2,2-0,1B,0,0-0,Strike Taken,Fastball,89,,,,
544,"Jensen, C. VS Nogales, E.",Stanford University vs Fresno State,,,00:00:05.2,,"Jensen, C.","Nogales, E.",B2,2-0,1B,0,0-1,Ball,Changeup,78,,,,
545,"Jensen, C. VS Nogales, E.",Stanford University vs Fresno State,,,00:00:05.0,,"Jensen, C.","Nogales, E.",B2,2-0,1B,0,1-1,Strike Swinging,Changeup,78,,,,
546,"Jensen, C. VS Nogales, E.",Stanford University vs Fresno State,,,00:00:16.6,,"Jensen, C.","Nogales, E.",B2,2-0,1B,0,1-2,BIP,Fastball,88,Line Drive,Double,,
547,"Jensen, C. VS Grubbs, B.",Sacramento State University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Grubbs, B.",T8,0-8, - ,0,0-0,Ball,Fastball,0,,,,
548,"Jensen, C. VS Grubbs, B.",Sacramento State University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Grubbs, B.",T8,0-8, - ,0,1-0,Strike Taken,Fastball,85,,,,
549,"Jensen, C. VS Grubbs, B.",Sacramento State University vs Stanford University,,,00:00:09.5,,"Jensen, C.","Grubbs, B.",T8,0-8, - ,0,1-1,BIP,Fastball,86,Popup,Popout,,
550,"Jensen, C. VS Smith, M.",Sacramento State University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Smith, M.",T8,0-8, - ,1,0-0,Strike Taken,Fastball,87,,,,
551,"Jensen, C. VS Smith, M.",Sacramento State University vs Stanford University,,,00:00:09.2,,"Jensen, C.","Smith, M.",T8,0-8, - ,1,0-1,BIP,Slider,78,Popup,Popout,,
552,"Jensen, C. VS Bacho, D.",Sacramento State University vs Stanford University,,,00:00:08.2,,"Jensen, C.","Bacho, D.",T8,0-8, - ,2,0-0,BIP,Fastball,87,Line Drive,Lineout,,
553,"Jensen, C. VS Moretto, S.",Sacramento State University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Moretto, S.",T9,0-11, - ,0,0-0,Ball,Fastball,0,,,,
554,"Jensen, C. VS Moretto, S.",Sacramento State University vs Stanford University,,,00:00:10.3,,"Jensen, C.","Moretto, S.",T9,0-11, - ,0,1-0,BIP,Fastball,86,Line Drive,Single,,
555,"Jensen, C. VS Torres, K.",Sacramento State University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Torres, K.",T9,0-11,1B,0,0-0,Ball,Fastball,86,,,,
556,"Jensen, C. VS Torres, K.",Sacramento State University vs Stanford University,,,00:00:09.2,,"Jensen, C.","Torres, K.",T9,0-11,1B,0,1-0,BIP,Fastball,86,Fly Ball,Flyout,,
557,"Jensen, C. VS Walstad, R.",Sacramento State University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Walstad, R.",T9,0-11,1B,1,0-0,Foul,Fastball,86,,,,
558,"Jensen, C. VS Walstad, R.",Sacramento State University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Walstad, R.",T9,0-11,1B,1,0-1,Foul,Fastball,85,,,,
559,"Jensen, C. VS Walstad, R.",Sacramento State University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Walstad, R.",T9,0-11,1B,1,0-2,Foul,Changeup,81,,,,
560,"Jensen, C. VS Walstad, R.",Sacramento State University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Walstad, R.",T9,0-11,1B,1,0-2,Foul,Changeup,79,,,,
561,"Jensen, C. VS Walstad, R.",Sacramento State University vs Stanford University,,,00:00:05.5,,"Jensen, C.","Walstad, R.",T9,0-11,1B,1,0-2,Foul,Fastball,85,,,,
562,"Jensen, C. VS Walstad, R.",Sacramento State University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Walstad, R.",T9,0-11,1B,1,0-2,Foul,Fastball,84,,,,
563,"Jensen, C. VS Walstad, R.",Sacramento State University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Walstad, R.",T9,0-11,1B,1,0-2,Ball,Changeup,80,,,,
564,"Jensen, C. VS Walstad, R.",Sacramento State University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Walstad, R.",T9,0-11,1B,1,1-2,Ball,Fastball,87,,,,
565,"Jensen, C. VS Walstad, R.",Sacramento State University vs Stanford University,,,00:00:10.1,,"Jensen, C.","Walstad, R.",T9,0-11,1B,1,2-2,BIP,Fastball,86,Fly Ball,Flyout,,
566,"Jensen, C. VS Vincelli-Simard, M.",Sacramento State University vs Stanford University,,,00:00:05.2,,"Jensen, C.","Vincelli-Simard, M.",T9,0-11,1B,2,0-0,Foul,Fastball,85,,,,
